Year of arrival at port of disembarkation,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Total embarked,Total disembarked,Percent men,Percent women,Percent children,Captive deaths during crossing,Duration of captives' crossing (in days),"Voyage duration, homeport to disembarkation (in days)"
1764,,"Windward Coast, place unspecified",,196,174,,,,,,
1764,,"Africa, port unspecified","Barbados, place unspecified",204,170,,,,,,
1764,Lancaster,"Africa, port unspecified","Barbados, place unspecified",355,296,,,,,,
1764,Whitehaven,"Africa, port unspecified",Havana,270,220,,,,,,
1764,London,Sierra Leone estuary,Saint John (Antigua),226,204,,,,,,
1764,London,Saint-Louis,"Grenada, place unspecified",169,150,,,,,,
1764,,Saint-Louis,Charleston,169,150,,,,,,
1765,London,"Senegambia and offshore Atlantic, port unspecified",Charleston,101,90,,,,,,68
1764,Lancaster,Iles de Los,Kingston,236,202,,,,,,376
1764,,,,,,,,,,,
1765,Lancaster,"Africa, port unspecified",Kingston,210,180,,,,,,288
1765,,"Africa, port unspecified","Grenada, place unspecified",250,208,,,,,,
1765,Whitehaven,Bassa,,196,174,,,,,,
1766,Whitehaven,"Africa, port unspecified",Kingston,42,38,,,,,,344
1765,,"Africa, port unspecified","Barbados, place unspecified",172,140,,,,,,
1766,"Barbados, place unspecified",Anomabu,Saint John (Antigua),301,260,,,,,,
1765,Charleston,Saint-Louis,,171,151,,,,,,
1765,Whitehaven,"Africa, port unspecified","St. Kitts, port unspecified",250,208,,,,,,
1765,Liverpool,,,,,,,,,,
1766,Lancaster,"Africa, port unspecified","Grenada, place unspecified",250,208,,,,,,
1765,Lancaster,"Africa, port unspecified",Charleston,250,208,,,,,,
1765,,,,,,,,,,,
1765,Whitehaven,Sherbro,Kingston,248,220,,,,,,364
1766,"Antigua, place unspecified","Africa, port unspecified",Saint John (Antigua),250,209,,,,,,
1765,,"Africa, port unspecified","Barbados, place unspecified",250,208,,,,,,
1765,Whitehaven,"Africa, port unspecified",Kingston,338,276,,,,,,232
1766,,"Africa, port unspecified","Jamaica, place unspecified",250,208,,,,,,
1766,Whitehaven,"Africa, port unspecified",Kingston,222,190,,,,,,236
1765,Whitehaven,"Africa, port unspecified",Kingston,230,204,,,,,,
1766,Lancaster,"Sierra Leone, port unspecified",Savannah,111,97,,,,,,
1766,"Grenada, place unspecified","Africa, port unspecified",,250,209,,,,,,
1765,Lancaster,Gambia,,169,150,,,,,,
1765,,"Africa, port unspecified","Jamaica, place unspecified",148,131,,,,,,
1767,"Antigua, place unspecified",Anomabu,"Barbados, place unspecified",310,268,,,,,,302
1766,,Calabar,,276,209,,,,,,
1766,Lancaster,"Windward Coast, place unspecified","Grenada, place unspecified",196,174,,,,,,
1767,Lancaster,,,,,,,,,,
1766,,Iles de Los,Santiago de Cuba,226,204,,,,,,
1766,Lancaster,,,,,,,,,,
1767,London,Saint-Louis,"Grenada, place unspecified",169,150,,,,,,
1767,,Saint-Louis,"Dominica, place unspecified",169,150,,,,,,
1767,,Popo,,367,,,,,,,
1768,Lancaster,Sierra Leone estuary,Savanna la Mar,152,130,,,,,,340
1767,Savannah,"Africa, port unspecified","Grenada, place unspecified",149,126,,,,,,
1767,Liverpool,,,,,,,,,,
1767,"Antigua, place unspecified","Windward Coast, place unspecified",Saint John (Antigua),118,100,,,,,,
1767,,Saint-Louis,Saint John (Antigua),59,52,,,,,,
1767,,"Africa, port unspecified","North Carolina, port unspecified",250,208,,,,,,
1767,,"Africa, port unspecified","Barbados, place unspecified",414,345,,,,,,
1768,Whitehaven,Bassa,"Barbados, place unspecified",143,127,,,,,,523
1768,Whitehaven,Anomabu,Kingston,152,130,,,,,,410
1767,,"Gold Coast, port unspecified",,300,259,,,,,,
1767,Lancaster,Sierra Leone estuary,,226,204,,,,,,
1763,,"Africa, port unspecified",Eastern New Jersey,31,24,,,,,,
1768,Whitehaven,Banana Islands,"Jamaica, place unspecified",196,174,,,,,,
1770,Charleston,,,,,,,,,,
1768,"Grenada, place unspecified","Africa, port unspecified","Grenada, place unspecified",250,209,,,,,,
1768,Lisbon,Luanda,,386,351,,,,,,
1768,Lisbon,Luanda,,253,224,,,,,,
1768,Whitehaven,Bonny,,276,209,,,,,,
1768,"Rhode Island, port unspecified","Africa, port unspecified","Barbados, place unspecified",149,126,,,,,,
1768,Lisbon,Luanda,,386,351,,,,,,
1768,,"Africa, port unspecified","Dominica, place unspecified",250,208,,,,,,
1769,,"Africa, port unspecified","Grenada, place unspecified",250,208,,,,,,
1769,,"Africa, port unspecified","Jamaica, place unspecified",250,208,,,,,,
1769,Charleston,,,,,,,,,,
1769,"Jamaica, place unspecified",,,,,,,,,,
1769,Liverpool,Iles de Los,St. Croix,107,96,,,,,,
1769,,Gambia,,240,213,,,,,,
1770,,"Gold Coast, port unspecified",St. Croix,203,176,,,,27,112,
1770,,"Africa, port unspecified",,250,,,,,,,
1770,,"Africa, port unspecified","North Carolina, port unspecified",250,208,,,,,,
1770,,"Africa, port unspecified","St. Vincent, port unspecified",250,208,,,,,,
1770,,"Africa, port unspecified","Jamaica, place unspecified",250,208,,,,,,
1770,Portsmouth (NH),"Africa, port unspecified","Grenada, place unspecified",149,126,,,,,,
1770,,"Africa, port unspecified",St. Augustine,149,126,,,,,,
1770,,"Africa, port unspecified","Grenada, place unspecified",250,208,,,,,,
1770,,Calabar,"Barbados, place unspecified",276,209,,,,,,
1771,,"Africa, port unspecified","Dominica, place unspecified",250,208,,,,,,
1771,"Barbados, place unspecified",Anomabu,"Barbados, place unspecified",138,113,,,,,,
1771,,"Africa, port unspecified","Barbados, place unspecified",122,95,,,,,,
1771,,"Africa, port unspecified","Grenada, place unspecified",250,208,,,,,,
1771,,"Africa, port unspecified","Barbados, place unspecified",149,126,,,,,,
1771,,Anomabu,Newcastle (Nevis),171,151,,,,,,
1772,"Dominica, place unspecified",Anomabu,Basse-Terre,178,154,,,,,,
1771,,"Africa, port unspecified","St. Kitts, port unspecified",250,208,,,,,,
1771,,Cameroons,"Virginia, port unspecified",276,209,,,,,,
1771,,"Africa, port unspecified",Charleston,250,208,,,,,,
1771,Portsmouth (NH),"Gold Coast, port unspecified","Grenada, place unspecified",147,126,,,,,,
1772,Charleston,Sierra Leone estuary,,352,288,,,,,,
1771,,Gambia,"St. Kitts, port unspecified",169,150,,,,,,
1772,,"Africa, port unspecified","Jamaica, place unspecified",250,208,,,,,,
1772,,"Windward Coast, place unspecified","St. Vincent, port unspecified",196,174,,,,,,
1772,Boston,"Africa, port unspecified",,149,126,,,,,,
1772,,Bonny,"Barbados, place unspecified",356,270,,,,,,
1773,"St. Kitts, port unspecified",Gambia,,169,,,,,,,
1772,Waterford,"Africa, port unspecified",,250,209,,,,,,
1772,Boston,Anomabu,"Barbados, place unspecified",224,190,,,,,69,
1772,,"Windward Coast, place unspecified","Barbados, place unspecified",196,174,,,,,,
1772,,Gambia,"St. Vincent, port unspecified",169,150,,,,,,
1772,,"Windward Coast, place unspecified","Dominica, place unspecified",196,174,,,,,,
1772,,"Africa, port unspecified","Barbados, place unspecified",250,208,,,,,,
1772,Liverpool,Bonny,,276,209,,,,,,
1773,,"Africa, port unspecified","St. Vincent, port unspecified",250,208,,,,,,
1773,,Gambia,Charleston,83,65,,,,,,
1773,London,Saint-Louis,"St. Vincent, port unspecified",149,126,,,,,,
1773,New York,"Africa, port unspecified","Grenada, place unspecified",134,110,,,,,,
1773,,Cape Coast Castle,"Jamaica, place unspecified",102,92,,,,,,
1773,Charleston,"Africa, port unspecified","North Carolina, port unspecified",149,126,,,,,,
1773,Liverpool,Iles de Los,Charleston,388,350,,,,,,
1773,Philadelphia,Cap Lopez,"Grenada, place unspecified",134,114,,,,,,
1773,"Jamaica, place unspecified","Africa, port unspecified","Jamaica, place unspecified",250,209,,,,,,
1774,London,Saint-Louis,"Grenada, place unspecified",169,150,,,,,,
1773,Liverpool,,,,,,,,,,
1773,,"Africa, port unspecified","Florida, port unspecified",100,20,,,,80,,
1774,,Sierra Leone estuary,"St. Vincent, port unspecified",226,204,,,,,,
1774,,Sierra Leone estuary,,226,204,,,,,,
1774,,Sierra Leone estuary,,226,204,,,,,,
1774,New York,"Africa, port unspecified","St. Kitts, port unspecified",149,126,,,,,,
1774,,Gambia,"St. Kitts, port unspecified",169,150,,,,,,
1773,"Rhode Island, port unspecified",Anomabu,,149,126,,,,,,
1774,Liverpool,Anomabu,,273,236,,,,,,
1774,,"Africa, port unspecified",Savannah,250,208,,,,,,
1774,,Saint-Louis,"St. Vincent, port unspecified",169,150,,,,,,
1774,New England,"Africa, port unspecified","Dominica, place unspecified",149,126,,,,,,
1774,,"Africa, port unspecified","Virginia, port unspecified",250,208,,,,,,
1775,Piscataqua,"Gold Coast, port unspecified",Charleston,149,126,,,,,,
1774,,"Africa, port unspecified","St. Vincent, port unspecified",250,208,,,,,,
1774,,Sierra Leone estuary,"Americas, port unspecified",85,77,,,,,,
1774,London,Saint-Louis,Charleston,83,65,,,,,,
1775,Liverpool,"Whydah, Ouidah",Kingston,527,430,,,,,,439
1774,Charleston,Saint-Louis,"Jamaica, place unspecified",143,121,,,,,,
1774,,"Africa, port unspecified","Jamaica, place unspecified",250,209,,,,,,
1774,,"Africa, port unspecified",Savannah,250,208,,,,,,
1774,,Porto Novo,"Grenada, place unspecified",305,260,,,,,,
1775,,Anomabu,"St. Kitts, port unspecified",116,100,,,,,,
1775,Charleston,Saint-Louis,"Jamaica, place unspecified",149,126,,,,,,
1776,,"Africa, port unspecified",Savannah,310,266,,,,,,
1775,,"Africa, port unspecified","Grenada, place unspecified",250,208,,,,,,
1775,,"Africa, port unspecified","Dominica, place unspecified",250,208,,,,,,
1775,,"Africa, port unspecified",,250,,,,,,,
1775,Lisbon,Luanda,,386,351,,,,,,
1775,,"Africa, port unspecified","Barbados, place unspecified",250,208,,,,,,
1775,"Dominica, place unspecified",Saint-Louis,,169,150,,,,,,
1775,"Antigua, place unspecified",Saint-Louis,"Dominica, place unspecified",169,150,,,,,,
1775,,Saint-Louis,"Dominica, place unspecified",169,150,,,,,,
1776,London,Saint-Louis,Mississippi,210,195,,,,,20,
1775,,"Africa, port unspecified","Barbados, place unspecified",250,208,,,,,,
1775,,"Africa, port unspecified","Saint-Domingue, then Haiti, port unspecified",250,209,,,,,,
1776,London,Saint-Louis,"St. Kitts, port unspecified",169,150,,,,,,
1775,London,Saint-Louis,"Jamaica, place unspecified",169,150,,,,,,
1776,"Dominica, place unspecified",Saint-Louis,Saint John (Antigua),169,150,,,,,,
1775,"Dominica, place unspecified",Saint-Louis,,169,150,,,,,,
1775,"St. Kitts, port unspecified",Saint-Louis,,169,150,,,,,,
1776,"Georgia, port unspecified",Saint-Louis,"St. Kitts, port unspecified",149,126,,,,,,
1775,Lancaster,"Windward Coast, place unspecified","Grenada, place unspecified",102,92,,,,,,
1776,"Jamaica, place unspecified",Anomabu,,149,126,,,,,,
1776,"Dominica, place unspecified",Anomabu,"Dominica, place unspecified",359,328,,,,,,
1776,"British Caribbean, colony unspecified",Anomabu,"Grenada, place unspecified",359,328,,,,,,
1776,"Grenada, place unspecified","West Central Africa and St. Helena, port unspecified","Barbados, place unspecified",386,351,,,,,,
1776,,"Senegambia and offshore Atlantic, port unspecified","Barbados, place unspecified",20,18,,,,,,
1776,Liverpool,Sierra Leone estuary,"Jamaica, place unspecified",349,314,,,,,,
1776,London,"Africa, port unspecified",Mississippi,310,266,,,,,,
1776,,"Africa, port unspecified",,100,,,,,,,
1776,"St. Kitts, port unspecified",Gambia,"Dominica, place unspecified",310,266,,,,,,
1776,"Barbados, place unspecified",Anomabu,"Barbados, place unspecified",56,60,,,,,,
1776,,Saint-Louis,Mississippi,169,150,,,,,,
1777,"Grenada, place unspecified",Anomabu,"Martinique, place unspecified",273,236,,,,,,
1777,"St. Kitts, port unspecified",Bance/Bunce Island,"Saint-Domingue, then Haiti, port unspecified",226,204,,,,,,
1777,,Gambia,"St. Kitts, port unspecified",169,150,,,,,,
1777,London,Saint-Louis,Pensacola,119,93,,,,,,
1778,"British Caribbean, colony unspecified","Africa, port unspecified","Grenada, place unspecified",149,126,,,,,,
1778,Liverpool,,,,,,,,,,
1779,Liverpool,Bonny,"Jamaica, place unspecified",451,413,,,,,,
1777,Liverpool,"Africa, port unspecified",,40,37,,,,,,
1776,Lancaster,"Africa, port unspecified",,310,266,,,,,,
1773,"Grenada, place unspecified","Gold Coast, port unspecified","St. Vincent, port unspecified",144,136,,,,8,,
1777,London,"Gold Coast, port unspecified","Grenada, place unspecified",201,184,,,,,,
1769,"Barbados, place unspecified","Africa, port unspecified","Barbados, place unspecified",120,100,,,,,,
1770,,"Africa, port unspecified","Barbados, place unspecified",126,112,,,,,,
1771,,"Africa, port unspecified","Barbados, place unspecified",59,46,,,,,,
1771,,"Africa, port unspecified","Barbados, place unspecified",59,52,,,,,,
1771,,"Africa, port unspecified","Barbados, place unspecified",3,2,,,,,,
1772,New York,"Africa, port unspecified","Barbados, place unspecified",87,72,,,,,,
1773,,"Africa, port unspecified","St. Kitts, port unspecified",34,30,,,,,,
1773,,"Africa, port unspecified","Barbados, place unspecified",24,22,,,,,,
1774,New York,"Africa, port unspecified","Barbados, place unspecified",23,20,,,,,,
1774,,Cape Verde Islands,"Barbados, place unspecified",45,35,,,,,,
1775,,"Africa, port unspecified","Barbados, place unspecified",75,61,,,,,,
1776,,"Africa, port unspecified","Barbados, place unspecified",25,23,,,,,,
1776,,"Africa, port unspecified","Barbados, place unspecified",30,23,,,,,,
1761,Whitehaven,Saint-Louis,"Virginia, port unspecified",169,150,,,,,,
1762,Whitehaven,"Africa, port unspecified","Barbados, place unspecified",237,210,,,,,,
1764,Liverpool,"Gold Coast, port unspecified",Kingston,343,280,,,,,,514
1763,Whitehaven,"Gold Coast, port unspecified",Kingston,270,220,,,,,,291
1764,Whitehaven,Bonny,"Barbados, place unspecified",267,218,,,,,55,293
1764,Whitehaven,"Africa, port unspecified","Barbados, place unspecified",94,83,,,,,,
1764,Whitehaven,"Africa, port unspecified","Barbados, place unspecified",53,47,,,,,,
1764,Whitehaven,"Africa, port unspecified",Kingston,179,159,,,,,,369
1764,Whitehaven,"Africa, port unspecified",Kingston,350,286,,,,,,443
1764,Whitehaven,"Africa, port unspecified","Barbados, place unspecified",169,145,,,,,,
1764,Lancaster,"Africa, port unspecified",Kingston,120,108,,,,,,241
1764,London,Saint-Louis,,169,150,,,,,,
1765,Lancaster,Sierra Leone estuary,Charleston,178,160,,,,,,
1766,Whitehaven,Anomabu,Kingston,282,230,,,,,,514
1765,Lancaster,Gambia,Charleston,169,150,,,,,,
1766,Whitehaven,"Africa, port unspecified","Antigua, place unspecified",100,76,,,,24,,
1766,Whitehaven,"Africa, port unspecified","Barbados, place unspecified",304,253,,,,,,
1766,Lancaster,"Africa, port unspecified",Kingston,221,180,,,,,,309
1767,Whitehaven,"Africa, port unspecified","Barbados, place unspecified",280,248,,,,,,
1768,Whitehaven,Bassa,"Barbados, place unspecified",117,104,,,,,,428
1767,Whitehaven,"Africa, port unspecified","Jamaica, place unspecified",250,209,,,,,,
1762,Plymouth,"Gold Coast, port unspecified","Barbados, place unspecified",90,80,,,,,,
1764,,"Africa, port unspecified","Barbados, place unspecified",130,109,,,,,,
1764,,"Africa, port unspecified","Barbados, place unspecified",100,90,,,,,,
1765,,"Africa, port unspecified","Barbados, place unspecified",74,66,,,,,,
1765,Piscataqua,Anomabu,"Barbados, place unspecified",203,180,,,,,,
1765,New York,Anomabu,,149,126,,,,,,
1767,,"Africa, port unspecified","Barbados, place unspecified",50,44,,,,,,
1766,,"Africa, port unspecified","Barbados, place unspecified",86,67,,,,,,
1767,New York,,,,,,,,,,
1766,,"Africa, port unspecified","Barbados, place unspecified",78,61,,,,,,
1768,,"Africa, port unspecified","Barbados, place unspecified",63,54,,,,,,
1750,London,Cape Coast Castle,"Barbados, place unspecified",117,100,,,,,,167
1750,Lancaster,"Africa, port unspecified","Barbados, place unspecified",174,154,,,,,,280
1752,London,"Africa, port unspecified","Barbados, place unspecified",242,207,,,,,,220
1752,Lancaster,"Africa, port unspecified","Barbados, place unspecified",187,160,,,,,,274
1751,Whitehaven,"Africa, port unspecified","Barbados, place unspecified",180,154,,,,,,
1751,,Mano,"Barbados, place unspecified",48,40,,,,,,
1751,London,"Africa, port unspecified","Barbados, place unspecified",133,114,,,,,,562
1751,,"Africa, port unspecified","Barbados, place unspecified",51,46,,,,,,
1751,,"Africa, port unspecified","Jamaica, place unspecified",250,208,,,,,,
1752,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,442,384,,,,,,382
1752,Liverpool,Calabar,Kingston,300,245,,,,,,
1752,Liverpool,Calabar,Kingston,208,170,,,,,,
1753,Liverpool,"Gold Coast, port unspecified",Kingston,294,240,,,,,,280
1753,Whitehaven,"Gold Coast, port unspecified",Kingston,134,111,,,,,,289
1753,Lancaster,"Gold Coast, port unspecified",Kingston,116,101,,,,,,313
1753,London,"Gold Coast, port unspecified",Kingston,124,108,,,,,,455
1754,Plymouth,"Africa, port unspecified",Kingston,133,114,,,,,,409
1754,Lancaster,"Africa, port unspecified",Kingston,164,140,,,,,,
1754,Liverpool,"Africa, port unspecified",Kingston,370,317,,,,,,466
1755,Whitehaven,"Africa, port unspecified",Kingston,230,200,,,,,,347
1755,"Georgia, port unspecified","Africa, port unspecified",Kingston,57,47,,,,,,269
1755,Charleston,Gambia,,83,69,,,,,,
1755,Lancaster,"Africa, port unspecified",Kingston,154,132,,,,,,421
1754,Poulton,"Africa, port unspecified",Kingston,215,184,,,,,,461
1756,Lancaster,,Kingston,166,144,,,,,,310
1756,Whitehaven,,Kingston,181,150,,,,,,
1756,Poulton,"Windward Coast, place unspecified",Kingston,158,135,,,,,,391
1754,"Barbados, place unspecified","Africa, port unspecified","Barbados, place unspecified",83,74,,,,,,452
1751,Chester,Bonny,"Jamaica, place unspecified",276,209,,,,,,
1753,Chester,Bonny,"Barbados, place unspecified",234,208,,,,,,372
1754,Chester,Bonny,"Barbados, place unspecified",152,130,,,,,,342
1752,Whitehaven,"Africa, port unspecified","Barbados, place unspecified",130,115,,,,,,
1750,,"Windward Coast, place unspecified",Charleston,196,174,,,,,,
1750,Liverpool,Calabar,"Jamaica, place unspecified",350,283,,,,,,
1751,,"Africa, port unspecified","Virginia, port unspecified",250,208,,,,,,
1750,,,"Jamaica, place unspecified",255,216,,,,,,
1751,New York,Anomabu,Saint John (Antigua),149,126,,,,,,
1751,,Anomabu,,83,69,,,,,,
1751,Cork,"Africa, port unspecified",,250,209,,,,,,
1751,Liverpool,Bonny,"St. Kitts, port unspecified",276,209,,,,,,
1749,London,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",386,351,,,,,,
1749,New York,"Gold Coast, port unspecified",New York,120,84,,,,36,85,267
1751,Lancaster,"Africa, port unspecified","Barbados, place unspecified",250,209,,,,,,
1751,,"Africa, port unspecified","Montserrat, port unspecified",250,208,,,,,,
1751,Liverpool,"Windward Coast, place unspecified","Jamaica, place unspecified",,,,,,,,
1751,"Barbados, place unspecified",Cape Coast Castle,,273,,,,,,,
1751,Charleston,"Africa, port unspecified",,149,126,,,,,,
1751,London,"Gold Coast, port unspecified","Jamaica, place unspecified",94,83,,,,,,428
1751,"Barbados, place unspecified","Africa, port unspecified",,250,209,,,,,,
1752,"Antigua, place unspecified",Gambia,,169,150,,,,,,
